Co-term,女,母,妻,婦,姊,妃,婢,姒,媼,嫗,嫂,姬,妾,尼,嬪,妹,乳母,夫人,女子,室女,少女,帝后,後母,玉女,王后,皇后,美人,美女,貴人,皇太后,王,子,公,侯,君,臣,兵,帝,士,父,孫,伯,皇,叔,辟,賓,男,昆,兒,宦,友,俠,翁,童,孽,舅,紳,官,卿,吏,師,兄,叟,婿,甥,儐,娣,哥,丈夫,世子,中尉,列侯,力士,勇士,匹夫,博士,叔父,史官,司寇,司徒,君子,大夫,大王,大理,大臣,天王,天皇,天子,太公,太后,太子,太守,子嗣,孝子,孽子,帝王,次子,武士,王子,男子,皇子,皇帝,秀才,童子,老父,兒子,伯父,士大夫,大丈夫,太史公,皇太子,Fem,Target,Total
Pinyin,f_nǚ,f_mǔ,f_qī,f_fù,f_zǐ,f_fēi,f_bì,f_sì,f_ǎo,f_yù,f_sǎo,f_jī,f_qiè,f_ní,f_pin,f_mèi,f_rǔmǔ,f_fūren,f_nǚzǐ,f_shìnǚ,f_shàonǚ,f_dìhòu,f_hòumǔ,f_yùnǚ,f_wánghòu,f_huánghòu,f_měirén,f_měinǚ,f_guiren,f_huángtàihòu,m_wáng,m_zǐ,m_gōng,m_hóu,m_jūn,m_chén,m_bīng,m_dì,m_shì,m_fù,m_sūn,m_bà,m_huáng,m_shū,m_bì,m_bīn,m_nán,m_kūn,m_ér,m_huàn,m_yǒu,m_xiá,m_wēng,m_tóng,m_niè,m_jiù,m_shēn,m_guān,m_qīng,m_lì,m_shī,m_xiōng,m_sǒu,m_xù,m_shēng,m_bīn,m_dì,m_gē,m_zhàngfu,m_shìzǐ,m_zhōngwèi,m_lièhóu,m_lìshì,m_yǒngshì,m_pǐfū,m_bóshì,m_shūfù,m_shǐguān,m_sīkòu,m_sītú,m_jūnzǐ,m_dàfū,m_dàwáng,m_dàlǐ,m_dàchén,m_tiānwáng,m_tiānhuáng,m_tiānzǐ,m_tàigōng,m_tàihòu,m_tàizǐ,m_tàishǒu,m_zǐsì,m_xiàozǐ,m_nièzǐ,m_dìwáng,m_cìzǐ,m_wǔshì,m_wángzǐ,m_nánzǐ,m_huángzǐ,m_huángdì,m_xiùcai,m_tóngzǐ,m_lǎofù,m_erzi,m_bófù,m_shìdàfū,m_dàzhàngfu,m_tàishǐgōng,m_huángtàizǐ,Count,Count,Count
憙,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,4,32,39
泝,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,10,12
兢,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,,,1,1,1,1,1,,,,,,,,,,1,,,,,,1,1,,,,1,1,,,,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,3,34,75
憎,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,,,1,,1,,1,,1,1,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,1,,,,,1,,,,,,,,,,,,1,,1,,3,31,68
瘳,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,1,,,,,,,,,1,1,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,3,27,51
醬,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,,,1,,,,1,,,,,,,1,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,19,28
橘,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,16
荔,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,,,1,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,2,28,49
睠,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,2,18,20
悊,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,1,1,,1,1,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,2,17,22
忝,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,1,1,,,,,,,,,,1,,,,,,,,,1,3,35,67
觴,,1,1,,,1,,,,,,,1,,,1,,,,,,,1,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,,1,1,,1,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,,,,,,,1,,,,,,,,,1,,,,7,38,79
泫,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,15
澗,,1,1,,,1,,,,,,,1,,,,1,,,,,,,,,1,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,26,55
渙,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,1,,1,,1,1,,,1,,1,1,1,,1,,,1,,,,,,,,,,,1,,,,5,43,97
雋,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,1,,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,1,1,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,1,30,59
〔,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,1,,,,1,,,,,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,14,14
〕,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,1,,,,1,,,,,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,14,14
炅,,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,1,,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,4,25,35
豨,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,1,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,2,26,49
鑠,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,27,48
歔,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,1,1,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,19,28
欷,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,1,1,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,19,29
煦,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,,,,,1,1,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,1,,,1,,1,1,,,,,,1,,1,,,1,,,,,,,,,1,5,41,79
嘏,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,,,,1,,,1,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,1,24,34
祕,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,,1,,,,1,1,1,1,,,,,,,,,,,,1,,,1,,,,,,1,,1,1,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,1,32,76
瀚,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,1,,,1,,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,3,30,49
兕,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,19,31
觚,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,,,,1,,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,15
阪,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,41
複,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,1,,1,,,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,,,,,,,,,,1,,,,,,,,4,30,49
癘,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,2,29,54
僥,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,1,1,,,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,2,35,70
肜,,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,1,1,1,1,,,,,1,,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,4,20,32
覈,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,5,32,57
琨,,1,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,1,1,,1,,,1,1,1,1,1,,1,1,,1,,,,,1,,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,6,29,42
豁,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,2,22,31
闞,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,19
愧,,1,1,1,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,,,,,,,1,,,,,,,,,,1,1,1,1,,,1,,,1,,1,,,,,,,,,1,1,,,,,,,,1,,,,8,48,117
朴,,1,1,,,1,,,,,,,,,,,,1,,,,,1,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,,,,,1,,1,1,1,1,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,7,36,66
郇,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,1,,1,1,1,1,1,1,,,1,1,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,1,,,,1,,1,,,,,1,,,,,4,30,44
郯,,1,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,1,,1,,,1,1,,,,1,1,,,,,,,,,1,4,34,74
潯,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,,1,,,1,1,,1,,,,1,,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,27,43
黷,,1,1,1,,1,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,7,32,65
諗,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,1,1,1,,,,1,1,,,,,1,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,18,22
吃,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,1,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,12,15
漼,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,1,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,3,19,22
儇,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,12,12
柷,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,1,1,12,15
殪,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,23
禘,,1,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,5,29,70
准,,1,1,1,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,1,1,,,,,1,,,,1,,1,,1,,,1,1,,1,1,,,,,1,,,,,1,1,,,,,,,,,1,8,42,89
阮,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,,,1,,,,1,1,1,1,1,,1,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,1,32,63
禫,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,1,,1,1,1,,1,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,22,28
侁,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,32
鐫,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,,1,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,4,28,50
靺,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,19
鞨,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,18
玕,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,13,14
玦,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,1,,,,1,1,,1,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,16,23
箸,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,1,1,1,1,,1,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,19,30
迭,,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,1,1,,,1,,1,1,,1,1,,,,,,,,1,,,1,,,,,,,,,1,4,38,96
絪,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,4,25,29
煥,,1,1,,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,,,,1,1,1,1,1,1,,,,,,,,,,,,1,,1,,,,1,1,,1,1,,,1,,1,1,1,,,,1,,,,,,1,,,,,,,,,,7,46,94
焯,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,1,1,1,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,19,24
虹,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,,,,,,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,3,27,51
霽,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,2,21,36
派,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,3,25,36
閩,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,1,,,,,1,1,,,,,,1,,1,1,,,1,,,1,,1,1,,,,,,,,1,,1,,6,52,122
孱,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,1,1,,,,1,,1,,,,1,,1,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,2,20,32
凊,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,11
駁,,1,1,1,,1,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,,1,,,,1,1,1,1,,1,,,,,,,,,,,,,1,,,1,,,1,,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,7,38,90
瘴,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,26,46
魄,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,1,,1,1,,,1,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,2,24,43
豺,,1,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,1,,1,,,,,,1,,,,,,1,,,,,,,,,,5,35,65
呈,,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,1,,,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,1,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,6,40,68
瘠,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,,,,1,,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,24,42
蔑,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,,,,1,,1,,1,1,1,1,1,,1,,,,,,,1,,,,,,,,,,,1,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,3,34,82
凌,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,,,,,1,1,1,1,1,,,1,,,,,,,,,1,,,,,,,1,1,,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,3,35,69
杞,,1,1,1,,1,,1,,,,,,1,,1,,,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,,,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,1,1,,1,1,,1,,1,,1,,,,,1,,,1,,1,1,,,,,,,,1,1,9,48,107
馭,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,,,1,1,,,1,1,1,1,1,,,,,,1,,,,,,,1,1,,,,,,1,,1,,,1,1,,1,1,,,,,1,,,,,,1,,,,1,,1,,,1,6,44,92
佃,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,20,32
浹,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,,3,36,81
暕,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,1,1,,,,,1,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,14,18
韻,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,3,31,54
莖,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,15,24
氓,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,1,,,,1,,,,1,1,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,24,35
